거래번호,거래일자,계정과목,거래처,금액,적요,담당자,승인자,이상여부,이상유형
TXN0000003704,2025-07-05,매출,(유) 인포조선센터,8918382,용역 제공,오현숙,장민재,0,
TXN0000005858,2025-11-02,급여,유한회사 미래그룹,2109233,급여 지급,서지은,손재호,0,
ANO0000000727,2025-02-24,접대비,특정거래처,93514,소액 접대,김철수,양민재,1,빈번한 소액거래
TXN0000003305,2025-02-25,현금,유한회사 모두,2424056,현금 출금,이상호,윤경자,0,
TXN0000005853,2025-11-24,접대비,(주) 제나한빛소프트,295622,선물비,안민석,박중수,0,
TXN0000003855,2025-03-05,매입,(주) 국민에코연구소,148975,상품 매입,김중수,김영희,0,
TXN0000005157,2025-02-13,접대비,(주) 코어,359559,선물비,이도현,이은주,0,
TXN0000006838,2025-01-10,임차료,유한회사 중앙신문,2262019,창고 임차료,황채원,주주원,0,
TXN0000003499,2025-01-04,매출,(주) 가야개발,8928284,제품 판매,박혜진,김경희,0,
TXN0000001962,2025-01-22,매출,유한회사 글로벌,6226154,수수료 수입,박현주,장숙자,0,
ANO0000000325,2025-04-19,현금,주식회사 월드,129729,긴급 지출,안준호,김현준,1,주말 거래
TXN0000003914,2025-04-07,매입,주식회사 나루다올자동차,2548487,상품 매입,한지우,고성현,0,
TXN0000003036,2025-07-13,여비교통비,유한회사 모두푸른전자,19450,숙박비,김준영,김민재,0,
TXN0000007090,2025-10-16,급여,주식회사 마음,4092423,상여금 지급,양지영,이하윤,0,
ANO0000000826,2025-05-17,매입,주식회사 원더랩스,1000000,물품 구매,김예은,황유진,1,라운드 금액
TXN0000004274,2025-08-12,급여,(주) 보람미래기획,3916776,상여금 지급,조광수,박우진,0,
TXN0000001532,2025-03-01,매입,(유) 비전,3403079,상품 매입,하명자,박예은,0,
TXN0000002086,2025-08-15,현금,유한회사 코리아,4612631,소액 경비,장숙자,배민재,0,
TXN0000005326,2025-04-20,임차료,유한회사 코어,1025975,창고 임차료,김진우,박정남,0,
TXN0000005139,2025-05-16,매입,주식회사 푸른코어자동차,2135081,상품 매입,김정식,오병철,0,
TXN0000008909,2025-02-28,현금,주식회사 비전,2714777,현금 출금,이민준,황경숙,0,
TXN0000005357,2025-04-17,임차료,(유) 원더자동차,2834637,창고 임차료,김진호,한지민,0,
TXN0000003284,2025-11-08,여비교통비,유한회사 가람비전센터,11479,교통비,김준영,조서준,0,
TXN0000008994,2025-07-23,접대비,(주) 글로벌엔지니어링,296510,선물비,서광수,송지우,0,
TXN0000003763,2025-04-04,여비교통비,(유) 고구려,37672,교통비,박우진,양영일,0,
ANO0000000505,2025-05-08,접대비,특정거래처,91041,소액 접대,김철수,김은서,1,빈번한 소액거래
ANO0000000473,2025-06-14,접대비,특정거래처,98493,소액 접대,김철수,김경숙,1,빈번한 소액거래
TXN0000005912,2025-03-21,현금,(주) 고구려전자,3277800,현금 출금,정지민,오성민,0,
TXN0000007213,2025-11-01,임차료,주식회사 브레인신라코스메틱,1352689,사무실 임차료,안아름,허영철,0,
TXN0000003360,2025-11-07,임차료,(주) 비전항공,1839724,창고 임차료,이영숙,김은주,0,
TXN0000006090,2025-09-29,접대비,(주) 스타,196686,회식비,이예은,정서연,0,
TXN0000002278,2025-04-12,임차료,유한회사 시너지한빛기획,1833621,사무실 임차료,이영환,김병철,0,
TXN0000008643,2025-12-21,접대비,유한회사 다올출판,343227,거래처 접대,최도윤,고지원,0,
TXN0000004090,2025-11-25,여비교통비,주식회사 고려하나출판,149800,출장비,이채원,이건우,0,
TXN0000001699,2025-06-19,임차료,(주) 푸른,2771985,사무실 임차료,김미숙,박민재,0,
TXN0000001273,2025-02-20,임차료,(유) 조선,2449516,사무실 임차료,장현주,이영철,0,
TXN0000004144,2025-11-26,매입,(유) 푸른테크,3990098,상품 매입,김상철,이영호,0,
TXN0000005313,2025-12-05,급여,주식회사 다올보안,2374718,퇴직금 지급,김영길,김지우,0,
TXN0000008047,2025-01-04,접대비,(유) 씨앤씨금고,72031,선물비,김은영,주현우,0,
TXN0000002716,2025-10-06,급여,(유) 한강,3781582,상여금 지급,임서윤,이준서,0,
TXN0000003108,2025-02-20,임차료,(유) 네오,1884281,사무실 임차료,김은정,최시우,0,
TXN0000002209,2025-11-26,임차료,주식회사 미래,2047896,사무실 임차료,이지훈,이현지,0,
TXN0000008829,2025-04-17,급여,주식회사 미래윈드자동차,2248932,퇴직금 지급,류은지,김지후,0,
TXN0000003651,2025-03-02,현금,유한회사 마음,2911247,현금 입금,구은정,장예원,0,
TXN0000004257,2025-04-13,접대비,주식회사 스타,219733,선물비,박현정,김건우,0,
TXN0000004583,2025-02-24,접대비,주식회사 종합,400281,거래처 접대,박영철,김지현,0,
TXN0000008989,2025-02-10,접대비,유한회사 보람테크,257381,회식비,박채원,곽수빈,0,
TXN0000008394,2025-04-05,급여,(주) 스타센터,3998645,상여금 지급,황민지,김재호,0,
TXN0000003072,2025-05-29,임차료,유한회사 넥스트원더테크,1852154,창고 임차료,박지혜,김상철,0,
ANO0000000927,2025-09-27,여비교통비,(유) 푸른개발공사,8809860,출장비,황은서,손미영,1,비정상적 금액
TXN0000000515,2025-11-30,매출,주식회사 국민,4325951,용역 제공,하주원,차지민,0,
TXN0000005545,2025-06-16,접대비,(주) 첨단,355793,거래처 접대,이정식,박준호,0,
TXN0000001199,2025-08-03,임차료,(주) 가람에코솔루션,827849,사무실 임차료,이영일,김선영,0,
TXN0000006214,2025-12-08,급여,유한회사 코리아,2296113,상여금 지급,윤민수,최숙자,0,
TXN0000001632,2025-05-31,급여,(유) 시너지그룹,3132582,급여 지급,윤준서,양순자,0,
TXN0000004541,2025-05-14,매입,유한회사 인포인포기획,187817,상품 매입,윤민준,이정숙,0,
TXN0000002728,2025-05-21,매출,주식회사 월드월드네트워크,8338245,제품 판매,김도윤,김경수,0,
TXN0000008874,2025-10-06,매출,주식회사 라온에너지,6393316,용역 제공,김주원,박영철,0,
TXN0000003589,2025-11-08,여비교통비,주식회사 비전라온보안,178050,숙박비,홍성수,박민재,0,
TXN0000008557,2025-05-18,여비교통비,(주) 우리넥스트신문,35883,교통비,박순자,김민석,0,
TXN0000001148,2025-04-18,접대비,(유) 윈드,289893,회식비,김경희,강도윤,0,
ANO0000000894,2025-07-11,여비교통비,(주) 글로벌개발공사,7448155,출장비,송진우,이지영,1,비정상적 금액
TXN0000000242,2025-07-29,급여,(유) 원더,4392803,상여금 지급,송옥자,류정훈,0,
TXN0000001048,2025-08-01,접대비,유한회사 가람시너지기획,90121,회식비,최성진,김영수,0,
TXN0000002450,2025-04-02,여비교통비,(주) 발해기획,165806,교통비,박승현,김예원,0,
TXN0000003611,2025-12-27,여비교통비,(주) 인포발해은행,159884,교통비,황현준,김춘자,0,
TXN0000001066,2025-10-02,매출,주식회사 가람연구소,5771818,수수료 수입,김은정,김서영,0,
ANO0000000294,2025-06-28,접대비,동일거래처,450000,거래처 접대,김준호,이도현,1,중복거래
TXN0000006638,2025-06-10,매입,유한회사 조선,3373590,상품 매입,이은정,김현숙,0,
TXN0000008258,2025-07-22,매입,유한회사 라온센터,3887747,원재료 구매,안영철,이정남,0,
TXN0000008470,2025-01-28,매입,(유) 조선솔루션,4125896,소모품 구매,박지원,주정웅,0,
ANO0000000928,2025-10-06,접대비,특정거래처,92624,소액 접대,김철수,박현지,1,빈번한 소액거래
TXN0000007547,2025-02-17,임차료,유한회사 넥스트,1120776,창고 임차료,최순옥,박미정,0,
TXN0000005440,2025-08-31,여비교통비,유한회사 조선다올기획,188369,교통비,황서영,이춘자,0,
TXN0000001060,2025-09-22,여비교통비,(유) 넥스트발해랩스,109046,교통비,이영순,이은정,0,
ANO0000000234,2025-06-24,접대비,동일거래처,450000,거래처 접대,서정순,하광수,1,중복거래
TXN0000006204,2025-03-09,접대비,(주) 중앙,343676,회식비,이재호,이민석,0,
TXN0000006115,2025-08-30,현금,(유) 아름씨앤씨금고,1310122,현금 출금,박영진,김영식,0,
TXN0000001520,2025-06-23,접대비,(유) 우리소프트,260085,선물비,김경희,서지은,0,
TXN0000000620,2025-02-05,여비교통비,(주) 월드,106515,교통비,박서영,이도윤,0,
TXN0000005709,2025-11-05,매입,주식회사 발해코리아네트웍스,2418574,소모품 구매,박재호,백유진,0,
TXN0000001487,2025-11-25,접대비,유한회사 보람기술,493376,거래처 접대,이미정,이지원,0,
TXN0000000027,2025-02-11,접대비,유한회사 씨앤씨,74983,거래처 접대,김상현,이현준,0,
TXN0000004157,2025-01-16,여비교통비,주식회사 겨레금고,98973,교통비,홍상철,김현준,0,
TXN0000004768,2025-06-09,급여,(유) 유니온신문,3930958,급여 지급,김현주,이미경,0,
TXN0000006617,2025-10-19,접대비,주식회사 한강전자,335341,회식비,박도현,배정남,0,
TXN0000006091,2025-06-30,매입,유한회사 푸른제나네트워크,1878233,원재료 구매,최도현,최도현,0,
TXN0000007335,2025-02-12,매출,(주) 라온신문,5536840,수수료 수입,이성훈,강민재,0,
TXN0000004062,2025-04-12,매출,(주) 한강보안,1271280,제품 판매,강경희,김영진,0,
TXN0000000770,2025-08-18,접대비,주식회사 코어유니온연구소,173240,선물비,손현숙,성은영,0,
TXN0000000830,2025-12-15,현금,주식회사 종합개발,1786616,현금 출금,김성훈,송상훈,0,
TXN0000005214,2025-09-17,여비교통비,주식회사 고려스타유통,37472,교통비,한예준,민성진,0,
TXN0000006034,2025-03-05,급여,(유) 한가람,4759102,상여금 지급,김승민,김민서,0,
TXN0000005777,2025-02-16,급여,(주) 한강,3837771,급여 지급,김영순,곽지아,0,
TXN0000005931,2025-05-20,임차료,유한회사 고려,744271,창고 임차료,박민재,황성수,0,
TXN0000000624,2025-04-18,급여,(유) 조선가온그룹,3870793,상여금 지급,백진우,류미경,0,
TXN0000004658,2025-09-21,매입,(유) 아름,4474099,원재료 구매,지지혜,김승민,0,
TXN0000000311,2025-08-20,임차료,유한회사 제나뷰티,2221698,사무실 임차료,이민재,최민서,0,
TXN0000007952,2025-09-28,매입,주식회사 신라,751688,상품 매입,박지원,최은정,0,
TXN0000003004,2025-04-01,매입,(주) 넥스트,4792205,소모품 구매,김은경,박영일,0,
TXN0000002578,2025-04-23,여비교통비,(유) 시너지조선반도체,77993,출장비,이성진,장서현,0,
TXN0000003739,2025-10-09,임차료,유한회사 이노,2213310,창고 임차료,박예준,최예준,0,
TXN0000003379,2025-11-30,접대비,(유) 나루,105773,거래처 접대,김지훈,최보람,0,
ANO0000000588,2025-07-12,매입,유한회사 넥스트모두코스메틱,1000000,물품 구매,윤정호,장현지,1,라운드 금액
TXN0000006699,2025-12-15,임차료,주식회사 한가람씨앤씨센터,1029291,창고 임차료,서준서,오미경,0,
TXN0000002588,2025-10-27,급여,(주) 코리아,3252477,퇴직금 지급,지성수,김도현,0,
TXN0000003782,2025-11-20,현금,(유) 첨단,3054682,소액 경비,나정훈,김상철,0,
TXN0000000555,2025-12-24,매출,(주) 가온코스메틱,9949429,제품 판매,김예준,장예진,0,
TXN0000002018,2025-10-09,여비교통비,주식회사 제나월드센터,170902,숙박비,김경수,최서현,0,
TXN0000004677,2025-05-12,급여,유한회사 중앙,2263458,퇴직금 지급,송서윤,김예진,0,
TXN0000004676,2025-04-21,임차료,(주) 한가람한빛코스메틱,2873496,창고 임차료,권정식,이명자,0,
TXN0000000403,2025-04-02,여비교통비,주식회사 가람글로벌개발,87221,출장비,유정웅,서명자,0,
ANO0000000138,2025-03-03,매입,(유) 글로벌조선시스템,1000000,물품 구매,장민서,강상호,1,라운드 금액
TXN0000008174,2025-08-25,매출,주식회사 아름보안,9147021,제품 판매,박현숙,이건우,0,
TXN0000000860,2025-10-16,매입,(유) 다올시스템,2072337,소모품 구매,강명숙,이숙자,0,
TXN0000003168,2025-06-03,접대비,유한회사 하나상사,176381,거래처 접대,윤준영,박윤서,0,
TXN0000003592,2025-09-12,매입,(주) 비전,737962,상품 매입,김병철,최지은,0,
TXN0000007102,2025-08-01,현금,주식회사 코리아유니온에너지,3188577,현금 출금,최준혁,구준서,0,
TXN0000002707,2025-06-24,여비교통비,주식회사 모두국민네트웍스,65796,숙박비,박순자,서시우,0,
TXN0000001483,2025-02-26,여비교통비,(유) 고려우리정보통신,121464,숙박비,김옥순,성상현,0,
TXN0000006129,2025-11-03,현금,(유) 브레인,1948117,현금 출금,이정호,이지혜,0,
ANO0000000995,2025-09-20,현금,유한회사 미래반도체,552043,긴급 지출,강하윤,김채원,1,주말 거래
TXN0000000284,2025-05-11,여비교통비,(유) 코어플랫폼,123282,교통비,박지혜,이준서,0,
TXN0000002817,2025-03-22,현금,(주) 이노코리아항공,3623472,소액 경비,홍상철,윤성훈,0,
ANO0000000734,2025-09-25,여비교통비,(주) 겨레코스메틱,8476927,출장비,양지혜,김영일,1,비정상적 금액
TXN0000000109,2025-11-09,임차료,주식회사 신라,1524945,창고 임차료,이민재,김민석,0,
TXN0000000814,2025-04-07,현금,유한회사 푸른,2388963,소액 경비,김서연,조현주,0,
TXN0000008918,2025-04-22,접대비,유한회사 국민한강시스템즈,425122,거래처 접대,류준호,이민재,0,
TXN0000003516,2025-07-11,매출,(유) 시너지종합항공,9358778,제품 판매,이정웅,김지후,0,
TXN0000005301,2025-11-30,매입,주식회사 한가람,2580382,상품 매입,김성수,심춘자,0,
TXN0000003881,2025-02-01,급여,유한회사 한빛,4654088,상여금 지급,박현주,최지연,0,
TXN0000004755,2025-02-24,급여,유한회사 코어푸른랩스,4543265,상여금 지급,홍지우,유성진,0,
TXN0000008339,2025-11-02,임차료,(유) 하나윈드전자,1088718,창고 임차료,이정숙,김준서,0,
TXN0000002720,2025-11-19,여비교통비,(주) 글로벌신문,120673,교통비,김정훈,장종수,0,
TXN0000004293,2025-05-31,임차료,유한회사 모두,2020317,창고 임차료,김영일,서광수,0,
TXN0000001354,2025-03-09,접대비,유한회사 스타유통,272370,선물비,허보람,손지후,0,
ANO0000000204,2025-12-04,접대비,동일거래처,450000,거래처 접대,이예은,류정훈,1,중복거래
TXN0000007365,2025-04-13,매출,(유) 첨단,6404296,제품 판매,최서영,김진호,0,
TXN0000003895,2025-11-22,접대비,(유) 모두보람네트웍스,389564,거래처 접대,황순자,이선영,0,
TXN0000006543,2025-05-16,급여,유한회사 한가람한가람기획,3498672,퇴직금 지급,윤춘자,이지혜,0,
TXN0000003128,2025-09-23,임차료,(유) 한빛,1592018,창고 임차료,김광수,류선영,0,
TXN0000006728,2025-05-17,접대비,(주) 백제,309957,거래처 접대,한하은,박하윤,0,
TXN0000007677,2025-07-18,현금,(유) 하나,475540,현금 입금,박서연,박채원,0,
TXN0000006668,2025-03-07,접대비,주식회사 고려,192468,회식비,김은서,박지은,0,
TXN0000000235,2025-09-14,매출,(유) 코리아씨앤씨항공,9511271,용역 제공,김성호,최영철,0,
TXN0000001850,2025-08-13,급여,유한회사 에코,4456760,상여금 지급,장숙자,이정남,0,
TXN0000006530,2025-02-13,매출,(유) 넥스트,4525471,용역 제공,송숙자,우은서,0,
TXN0000002793,2025-12-29,여비교통비,유한회사 시너지넥스트제조,123425,출장비,박민준,이은정,0,
TXN0000001262,2025-08-16,매입,유한회사 다올플랫폼,659817,상품 매입,박예진,성하은,0,
TXN0000003795,2025-10-16,임차료,(유) 라온,2846317,창고 임차료,진정식,최민재,0,
TXN0000000407,2025-06-04,여비교통비,유한회사 시너지마루랩스,25733,출장비,이현숙,장영미,0,
TXN0000002600,2025-06-23,접대비,(유) 겨레뷰티,170405,회식비,김성민,임정호,0,
TXN0000000265,2025-10-29,급여,(주) 고려글로벌네트웍스,4540863,급여 지급,이영자,신미영,0,
TXN0000004268,2025-04-19,매출,주식회사 라온상사,6280816,제품 판매,이정호,김은지,0,
TXN0000006606,2025-11-14,현금,주식회사 원더정보통신,2607168,소액 경비,박춘자,안서준,0,
TXN0000004712,2025-09-09,현금,(주) 코리아기획,2192249,현금 입금,김수빈,김옥순,0,
TXN0000007019,2025-07-29,현금,(주) 비전,4177445,현금 입금,김정희,이준혁,0,
